"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","bhf_dropped_predictors","error_msg"
"sample_177","../../data_raw/samples/transformed-2/sample_177.RDS",0.802574114776999,0.325977075609436,0.264607688746376,TRUE,TRUE,TRUE,"",NA
"sample_178","../../data_raw/samples/transformed-2/sample_178.RDS",0.816027748488022,0.410915067265173,0.248723509465084,TRUE,TRUE,TRUE,"",NA
"sample_179","../../data_raw/samples/transformed-2/sample_179.RDS",0.846089738479931,0.440599850314858,0.299206648257851,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_180","../../data_raw/samples/transformed-2/sample_180.RDS",0.84868775143461,0.51621609111845,0.309518895816609,TRUE,TRUE,TRUE,"",NA
"sample_181","../../data_raw/samples/transformed-2/sample_181.RDS",0.823653298872389,0.415816646361227,0.288352090966858,TRUE,TRUE,TRUE,"",NA
"sample_182","../../data_raw/samples/transformed-2/sample_182.RDS",0.781760895945084,0.532165390305708,0.293441220778031,TRUE,TRUE,TRUE,"",NA
"sample_183","../../data_raw/samples/transformed-2/sample_183.RDS",0.87186104449615,0.386087734916689,0.336101422898766,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_184","../../data_raw/samples/transformed-2/sample_184.RDS",0.824702642450473,0.460673554634035,0.308895854006767,TRUE,TRUE,TRUE,"",NA
"sample_185","../../data_raw/samples/transformed-2/sample_185.RDS",0.801611579915797,0.39257001038649,0.353269533529104,TRUE,TRUE,TRUE,"",NA
"sample_186","../../data_raw/samples/transformed-2/sample_186.RDS",0.793334365697413,0.539997918991456,0.31282752273816,TRUE,TRUE,TRUE,"",NA
"sample_187","../../data_raw/samples/transformed-2/sample_187.RDS",0.783628842980268,0.233244716534898,0.272668891956074,TRUE,TRUE,TRUE,"",NA
"sample_188","../../data_raw/samples/transformed-2/sample_188.RDS",0.895100809335432,0.383225498947021,0.312453087878044,TRUE,TRUE,TRUE,"",NA
"sample_189","../../data_raw/samples/transformed-2/sample_189.RDS",0.79459650375485,0.338254203322819,0.328453000687213,TRUE,TRUE,TRUE,"",NA
"sample_190","../../data_raw/samples/transformed-2/sample_190.RDS",0.841581279327414,0.428046734402381,0.31786096156225,TRUE,TRUE,TRUE,"",NA
"sample_191","../../data_raw/samples/transformed-2/sample_191.RDS",0.832591604821454,0.550340231748863,0.346034414322243,TRUE,TRUE,TRUE,"",NA
"sample_192","../../data_raw/samples/transformed-2/sample_192.RDS",0.857154223749603,0.504231481742608,0.347133846068344,TRUE,TRUE,TRUE,"",NA
"sample_193","../../data_raw/samples/transformed-2/sample_193.RDS",0.877328673003325,0.351890503922822,0.321278770286569,TRUE,TRUE,TRUE,"",NA
"sample_194","../../data_raw/samples/transformed-2/sample_194.RDS",0.82977396820954,0.355155885971525,0.299598584888499,TRUE,TRUE,TRUE,"",NA
"sample_195","../../data_raw/samples/transformed-2/sample_195.RDS",0.85087464972911,0.368905321116118,0.296651174523322,TRUE,TRUE,TRUE,"",NA
"sample_196","../../data_raw/samples/transformed-2/sample_196.RDS",0.727167677131328,0.373235605732557,0.30520115959037,TRUE,TRUE,TRUE,"",NA
"sample_197","../../data_raw/samples/transformed-2/sample_197.RDS",0.835242075611772,0.417511964930429,0.271914957790994,TRUE,TRUE,TRUE,"",NA
"sample_198","../../data_raw/samples/transformed-2/sample_198.RDS",0.828525937438914,0.38142424054099,0.322513129456676,TRUE,TRUE,TRUE,"",NA
"sample_199","../../data_raw/samples/transformed-2/sample_199.RDS",0.874249679122492,0.55704226476243,0.280937294979755,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_200","../../data_raw/samples/transformed-2/sample_200.RDS",0.780338713412613,0.235680963617702,0.25619939632079,TRUE,TRUE,TRUE,"",NA
